name,status,description,start_date,end_date,requirements,funding,contact,url
Réaliser les travaux permettant de réduire les inondations.,NA,"Le projet consiste à réaliser des travaux visant à réduire les risques d'inondations dans la région Occitanie. Les bénéficiaires potentiels de ce dispositif sont les acteurs impliqués dans la gestion des inondations tels que les collectivités territoriales, les organismes de gestion de l'eau, les entreprises de travaux publics, etc. Pour plus de détails sur ce dispositif, vous pouvez contacter les informations de contact disponibles sur le site.",NA,NA,"- Réaliser les travaux permettant de réduire les inondations
- Agir face à l'urgence climatique et pour une économie décarbonée",NA,NA,https://www.europe-en-occitanie.eu/Realiser-les-travaux-permettant-de-reduire-les-inondations
Renforcer le potentiel humain par et pour la recherche - CSTI.,NA,"Le projet ""Renforcer le potentiel humain par et pour la recherche - CSTI"" soutient la relance économique et encourage la transformation vers une économie intelligente et innovante en Occitanie. Ce dispositif vise à soutenir les acteurs de la recherche pour renforcer leur potentiel humain. Les bénéficiaires potentiels doivent se référer au détail du dispositif pour connaître les critères d'éligibilité et les modalités de soutien. Vous pouvez télécharger plus d'informations sur le dispositif sur notre site. Pour plus de renseignements, veuillez nous contacter.",NA,NA,"- Soutenir la relance économique et encourager la transformation vers une économie intelligente et innovante.
- Renforcer le potentiel humain par et pour la recherche.",0,NA,https://www.europe-en-occitanie.eu/Renforcer-le-potentiel-humain-par-et-pour-la-recherche-CSTI
Renforcer le potentiel humain par et pour la recherche – Allocations doctorales,NA,"Le projet dont il est question concerne les allocations doctorales dans le but de renforcer le potentiel humain pour la recherche. Le dispositif vise à soutenir la relance économique et encourager la transformation vers une économie intelligente et innovante. Les bénéficiaires potentiels de ce dispositif ne sont pas précisément mentionnés dans le texte. Pour plus de détails sur le dispositif et pour contacter les personnes responsables, veuillez vous référer aux téléchargements disponibles sur le site web.",NA,NA,"- Renforcer le potentiel humain par et pour la recherche
- Soutenir la relance économique et encourager la transformation vers une économie intelligente et innovante
- Bénéficiaires potentiels du programme
- Détail du dispositif d'allocations doctorales
- Contact pour plus d'informations
- Recherche libre de financement selon le secteur d'activité, la localisation et les bénéficiaires",NA,NA,https://www.europe-en-occitanie.eu/Renforcer-le-potentiel-humain-par-et-pour-la-recherche-Allocations-doctorales
Renforcer le transfert de technologie par les démarches collectives et la mise en réseau.,NA,"Le projet vise à renforcer le transfert de technologie par le biais de démarches collectives et de la mise en réseau. Il s'agit de promouvoir la recherche, le développement technologique et l'innovation. Il est destiné à différents bénéficiaires potentiels. Pour plus d'informations, veuillez nous contacter.",NA,NA,"- Renforcer le transfert de technologie
- Utiliser des démarches collectives et la mise en réseau
- Promouvoir la recherche, le développement technologique et l'innovation
- Bénéficier des dispositifs de financement européens
- Être situé en Occitanie
- Être un bénéficiaire potentiel
- Contacter l'organisme responsable pour plus d'informations",NA,NA,https://www.europe-en-occitanie.eu/Renforcer-le-transfert-de-technologie-par-les-demarches-collectives-et-la-mise-en
Renforcer les collaborations entre laboratoires et entreprises.,NA,"Le projet vise à renforcer les collaborations entre laboratoires et entreprises dans le domaine de la recherche, du développement technologique et de l'innovation. Les bénéficiaires potentiels de ce projet sont les laboratoires et les entreprises intéressées par cette collaboration. Le dispositif détaille les actions à mettre en place pour favoriser ces collaborations. Pour plus d'informations et pour télécharger le document détaillé du dispositif, veuillez nous contacter.",NA,NA,"- Renforcer les collaborations entre laboratoires et entreprises
- Promouvoir la recherche, le développement technologique et l'innovation
- Impliquer des bénéficiaires potentiels dans le domaine de la recherche et de l'innovation
- Fournir des dispositifs de financement pour soutenir ces collaborations
- Encourager la collaboration entre les acteurs académiques et les entreprises
- Favoriser les projets novateurs et à fort potentiel de développement
- Promouvoir la coopération et l'échange de connaissances entre les laboratoires et les entreprises
- Contribuer à l'amélioration des compétences et de l'expertise technique dans les entreprises",NA,NA,https://www.europe-en-occitanie.eu/Renforcer-les-collaborations-entre-laboratoires-et-entreprises
Restaurer les milieux aquatiques,NA,"Le projet ""Restaurer les milieux aquatiques"" vise à agir face à l'urgence climatique et à promouvoir une économie décarbonée. Les bénéficiaires potentiels de ce projet sont les acteurs impliqués dans la préservation des milieux aquatiques tels que les collectivités, les associations, les entreprises, etc. Pour plus de détails sur ce dispositif, vous pouvez télécharger l'application PDF. Pour tout contact, veuillez nous contacter via les réseaux sociaux ou consultez notre site web.",NA,NA,"- Restaurer les milieux aquatiques
- Agir face à l'urgence climatique et pour une économie décarbonée
- Bénéficiaires potentiels du dispositif
- Détail du dispositif
- Contact",NA,NA,https://www.europe-en-occitanie.eu/Restaurer-les-milieux-aquatiques
Soutenir l’accompagnement technique à la gestion des milieux naturels et à la prise en compte de la biodiversité,NA,"Le projet consiste à soutenir l'accompagnement technique à la gestion des milieux naturels et à la prise en compte de la biodiversité, en agissant face à l'urgence climatique et pour une économie décarbonée. Ce projet vise à soutenir les acteurs locaux engagés dans la préservation et la gestion des milieux naturels, ainsi que dans la promotion de la biodiversité. Pour plus d'informations et pour contacter le responsable du projet, veuillez consulter le site internet de la région Occitanie.",NA,NA,"- Soutenir l'accompagnement technique à la gestion des milieux naturels et à la prise en compte de la biodiversité
- Agir face à l'urgence climatique et pour une économie décarbonée",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-l-accompagnement-technique-a-la-gestion-des-milieux-naturels-et-a-la-prise
Soutenir la réhabilitation énergétique du parc de logement sociaux locatifs dans le cadre d’une délarche de rénovation massive performante,NA,"Le projet vise à soutenir la réhabilitation énergétique du parc de logements sociaux locatifs dans le cadre d'une démarche de rénovation massive performante. Les objectifs sont d'agir face à l'urgence climatique et de promouvoir une économie décarbonée. Les bénéficiaires potentiels sont les organismes de logement social. Pour plus de détails sur le dispositif, veuillez contacter l'organisation responsable.",NA,NA,"- Soutenir la réhabilitation énergétique du parc de logement sociaux locatifs
- Mise en place d'une démarche de rénovation massive performante
- Agir face à l'urgence climatique et pour une économie décarbonée
- Bénéficiaires potentiels : logements sociaux locatifs
- Détail du dispositif : Action 1.2 - Logements sociaux massification
- Ce dispositif fait partie des financements européens en Occitanie
- Pour plus d'informations, contacter les coordonnées disponibles",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-la-rehabilitation-energetique-du-parc-de-logement-sociaux-locatifs-dans-le
Réhabilitation énergétique du parc de logements sociaux locatifs,NA,"Le projet vise à soutenir la réhabilitation énergétique du parc de logements sociaux locatifs dans la région Occitanie. Il s'inscrit dans une démarche de lutte contre l'urgence climatique et de transition vers une économie décarbonée. Les bénéficiaires potentiels sont les organismes HLM et les bailleurs sociaux de la région. Le dispositif détaille les actions à mettre en place pour atteindre ces objectifs. Pour plus d'informations, veuillez contacter le service compétent.",NA,NA,"- Support for the rehabilitation of social housing rental properties in terms of energy efficiency and decarbonization
- Addressing the urgent climate crisis and promoting a decarbonized economy
- Beneficiaries can include social housing organizations and renters
- The program provides specific details on housing actions and requirements
- Contact information for further inquiries is available",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-la-rehabilitation-energetique-du-parc-de-logements-sociaux-locatifs
J'AI UN PROJET !,NA,"Le projet concerne le soutien aux entreprises en Occitanie pour leur développement, leur expansion et leur accès à de nouveaux marchés. Les objectifs sont de favoriser la relance économique et la transformation vers une économie intelligente et innovante. Les bénéficiaires potentiels sont les entreprises de tous les secteurs d'activité, localisées en Occitanie. Les détails du dispositif et les contacts sont disponibles en téléchargement sur le site.",NA,NA,"- Soutenir les entreprises en vue de leur développement, leur expansion et de l’accès à de nouveaux marchés
- Soutenir la relance économique et encourager la transformation vers une économie intelligente et innovante",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-les-entreprises-en-vue-de-leur-developpement-leur-expansion-et-de-l-acces-a
"Soutenir les investissements dans les entreprises du tourisme pour accompagner les transformations, l’innovation",NA,Le projet consiste à soutenir les investissements dans les entreprises du tourisme afin de les accompagner dans leurs transformations et leurs innovations. Les bénéficiaires potentiels de ce dispositif sont les entreprises du secteur touristique. Les détails du dispositif et les contacts sont disponibles dans les téléchargements.,NA,NA,"- Soutenir les investissements dans les entreprises du tourisme pour accompagner les transformations
- Soutenir les investissements dans les entreprises du tourisme pour accompagner les innovations
- Renforcer la recherche, le développement technologique et l'innovation",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-les-investissements-dans-les-entreprises-du-Tourisme-pour-accompagner-les
Soutenir les projets de transition vers l’économie circulaire et de prévention des déchets,NA,Soutenir les projets de transition vers l’économie circulaire et de prévention des déchets.,NA,NA,"- Soutenir les projets de transition vers l'économie circulaire et de prévention des déchets.
- Agir face à l'urgence climatique et pour une économie décarbonée.",NA,NA,https://www.europe-en-occitanie.eu/Soutenir-les-projets-de-transition-vers-l-economie-circulaire-et-de-prevention-des
